پول پیش,اجاره,متراژ,سال ساخت,تعدار اتاق,آسانسور,پارکینگ,انباری,توضیحات,لینک
۳۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۷,۱۳۸۷,۲,False,False,True,"آپارتمان67متری دونبش فوق العاده پر نور 
بسیار خوش نقشه مربع 
2خواب استاندارد
 بازسازی کامل بدون کوچکترین پرتی
چهار متر انباری
 بر اصلی خیابان کلهر خوش مسیر بهترین دسترسی به مراکز خرید بی آر تی و مترو توحید و مترو نواب طبقه اول همکف می‌باشد واحد طبقه چهارم رویتی و طبقه سوم سندی می‌باشد.",https://divar.ir/v/-/gYf1-zCG
۳۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۸,۱۳۹۹,۱,True,True,False,"⬇️مشخصات ملک⬇️ 

آپارتمان۵۸ متری
۱خواب 
طبقه سوم 

سال ساخت:۱۳۹۹

امکانات⬅️ پارکینگ آسانسور
تراس
واحد تر و تمیز 
خوش نقشه 
شخصی ساز

موقعیت ⬅️ آذربایجان 

ودیعه⬅️۳۸۰ میلیون تومان




کارشناسی تخصصی رهن و اجاره:
هیوا 
09924886257 

املاک بزرگ پارسا",https://divar.ir/v/-/gYiV-a9I
۳۰۰٬۰۰۰٬۰۰۰ تومان,۷٬۰۰۰٬۰۰۰ تومان,۱۴۰,۱۴۰۰,۳,True,True,True,"۱۴۰متر
۳خوابه بزرگ و شیک
پارکینگ ایتالیایی
آسانسور
انباری
بالکن
کمددیواری
سرویس فرنگی و ایرانی 
حمام مستر
دسترسی عالی
هود و گاز ایتالیایی

قابل تبدیل 
استاد معین خیابان دامپزشکی 

عکس های واحد موجود است

فایل های مشابه با هر توان مالی موجود است",https://divar.ir/v/-/gYhdkqMO
۳۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۸,۱۳۹۹,۱,True,True,False,"۵۸ متر یک خوابه قصرالدشت تهران
اپارتمان شخصی ساز /فوق العاده خوش نقشه / بهترین سازه منطقه / سالن پذیرایی پرده خور غرق در نور / مشاعات فوق العاده تمیز /
طبقه سوم + اسانسور
دارای پارکینگ مزاحم + تراس + گاز رومیزی + هود + کولر گازی + شیرالات المانی + پکیج
اپارتمان دو ساله
بهترین فرعی منطقه +دسترسی اسان به مترو و بی ار تی",https://divar.ir/v/-/gYhFFRgU
۱۵۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,۵۰,۱۳۸۴,۲,False,True,True,"لوکیشن تاپ و دسترسی فوق العاده 
      ( قصرالدشت ، طوس ) 

۵۰ متر 
۲خواب 
تک واحدی 
طبقه چهارم 

پارکینگ غیر مزاحم 
انباری کاذب
دارای بالکن 

سالن پرده خور ، نورگیر عالی 
اطاق خواب تخت خور 
کمد دیواری بزرگ 
دارای گاز رومیزی و هود 
مشاعات تمیز و آرام 
گذر پهن و ماشین رو 

قابلیت تبدیل رهن به اجاره

مشاور شما : زارع  ۰۹۳۸۲۷۳۳۶۵۱

دپارتمان بزرگ املاک  : عطا",https://divar.ir/v/-/gYhpnNiE
۳۵۰٬۰۰۰٬۰۰۰ تومان,۸۵۰٬۰۰۰ تومان,۶۰,۱۳۹۹,۲,True,True,False,"املاک نمونه منطقه*


⬇️مشخصات ملک⬇️

آپارتمان 60 متری
1خواب  
طبقه سوم
چهار طبقه تک واحدی 


سال ساخت:1399


 امکانات⬅️،پارکینگ(غیر مزاحم)،آسانسور،بالکن

موقعیت ⬅️ آذربایجان/ دامپزشکی
لوکیشن عالی

ودیعه⬅️ 350میلیون تومان
اجاره ⬅️850 هزار تومان

قابل تبدیل 380 رهن کامل

تخفیف پای نِشست

املاک همپا
66676246

کارشناسی تخصصی رهن و اجاره:
پیشرو
09388750874",https://divar.ir/v/-/gYhhGNk4
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۰,۱۴۰۰,۲,True,True,False,"هوالرزاق
املاک پرشیا
استاد معین         دامپزشکی
110متر             2خواب
5طبقه              1واحدی
طبقه 3
مناسب خانواده 
امکانات 
پارکینگ
آسانسور
بالکن 
هود 
گاز رومیزی 
کابینت 
کمد دیواری

قیمت کل رهن کامل
550,000,000
غیر قابل تبدیل

سال ساخت1400
کلید نخورده

امیر علی",https://divar.ir/v/-/gYPp-3am
۳۳۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۲,۱۳۹۴,۱,True,True,True,"۶۲متر. یکخواب. پارکینگ.اسانسور.انباری بالکن
آماده تخلیه.
۶ساله
تمیز و دسترسی و نور و نقشه عالی 
بازدید بین ساعت ۴تا۸عصر
مسکن ساحل خ دامپزشکی بعد استادمعین پ۱۱۶۲ 
۶۶۰۳۰۶۵۹
۰۹۱۲۶۹۶۷۳۲۳ افضلی 
۶۶۰۲۳۸۱۰فرامرز 
۰۹۱۲۶۴۰۷۹۸۰",https://divar.ir/v/-/gYilFme1
۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۴۸,قبل از ۱۳۷۰,۱,False,False,False,جهت دو نفر کارمند یا دانشجو. موجه,https://divar.ir/v/-/gYgZhBZC
۷۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,۴۲,۱۳۸۵,۱,False,False,False,"آپارتمان  ۴۲ متر 
کف سرامیک 
سرویس مجزا 
کابینت MDF 
تخلیه 
تکواحدی 
طبقه دوم
مجرد موجه آقا یا خانم 
قصرالدشت دامپزشکی",https://divar.ir/v/-/gYhxJu5R
توافقی,توافقی,۲۵,قبل از ۱۳۷۰,بدون اتاق,False,False,False,"یک واحد سوئیت مستقل 

واقع در خیابان استادمعین 

سرویس کامل 

باز سازی شده 

زیر همکف دارای نورگیر از خیابان 

مناسب جهت سکونت یک نفر  

 کارمند یا دانشجو بدون حاشیه و رعایت موارد اخلاقی 

بازدید 5 به بعد 

جهت قیمت ، شرایط اجاره ، بازدید در     پیام بدید 

باتشکر",https://divar.ir/v/-/gYhNED05
۴۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۱۳۰,۱۴۰۰,۳,True,True,True,"بسمعه تعالی

نگینی دیگر از  املاک پرشیا

استاد معین دامپزشکی

۱۳۰متر
۳خواب
فول امکانات
آسانسور
پارکینگ
انباری
بالکن
طبقه دوم
سال ساخت:۱۴۰۰
سالن مربع و پرده خور
خواب مستر
غرق در نور
دو بر شمالی جنوبی

قیمت:۴۵۰رهن/۴کرایه
قابل تبدیل

مشاور شما:گلزار

اطلاعات بیشتر تماس
۰۹۱۰۹۵۳۶۱۸۸",https://divar.ir/v/-/gYh1Db2Y
۳۵۰٬۰۰۰٬۰۰۰ تومان,۷٬۰۰۰٬۰۰۰ تومان,۱۳۰,۱۴۰۰,۳,True,True,True,"#کد اگهی:۲۱۷

دامپزشکی/بین ۲۱ متری جی و استادمعین

۱۳۰متر
۳خواب

طبقه دوم 


فول امکانات
آسانسور
پارکینگ
انباری
بالکن

سالن مربع و پرده خور
خواب مستر

قیمت:۳۵۰رهن/۷کرایه
قابل تبدیل به رهن بیشتر 

مشاور و همراه شما:طاهری",https://divar.ir/v/-/gYhFT1If
۱۰۰٬۰۰۰٬۰۰۰ تومان,۷٬۰۰۰٬۰۰۰ تومان,۱۱۰,قبل از ۱۳۷۰,۳,True,True,True,"*****   به نام خداوند بخشنده و مهربان   *****

((متقاضیان محترم آپارتمان سه خوابه فول امکانات))
                    ***     سلام     ***
کد ملک : 
۴۰۱۱

لوکیشن ملک :
✅تهران ، منطقه ۹
✅خیابان لعل آخر 
 ✅خ رضائی دهقان 


**((فوق العاده تمیز و نورگیر))**
کابینت MDF
فول بازسازی
سه خواب
پارکینگ 
آسانسور
بالکن
انباری

✅به در خواست مالک بدون عکس
✅۱۰۰ میلیون تومان 
✅ماهی ۷ میلیون تومان

✔**مشاورین املاک ((خانه امید))**✔
✔**امیدی دیگر برای خانه دار شدن**✔

آدرس املاک :
✅میدان استاد معین
✅ابتدای ۲۱ متری جی 
✅روبه روی مجتمع معین مال",https://divar.ir/v/-/gYh9SmWA
۱۰۵٬۰۰۰٬۰۰۰ تومان,۶٬۱۰۰٬۰۰۰ تومان,۷۰,۱۳۹۷,۲,True,True,False,"بسیار خوش نقشه 

بر بلوار

دونبش  از جنوب و غرب  نور میگیره

اتاق خوابهای  تمیز و نورگیر

پذیرایی  مربع

آشپزخانه  اپن تمیز 

پارکینگ اختصاصی 

دسترسی  آسان  به   بی آرتی   و  مترو 

مشا ورین  املاک  شاهین

۶۶۰۰۶۷۹۰",https://divar.ir/v/-/gYhlTJlN
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۰,۱۴۰۰,۲,True,True,False,"هوالرزاق 
املاک پرشیا
110متر ‌            2خواب 
5طبقه              1واحدی
طبقه 1
امکانات فول 
پارکینگ
آسانسور 
بالکن 
نصبیات فول 

550,000,000 رهن کامل 
غیر قابل تبدیل

غفاری 
09102455479",https://divar.ir/v/-/gYJxDOEK
۶۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۵,۱۴۰۰,۲,True,True,True,"۱۱۵متر مربع 
دو خواب 
فول امکانات
کلید نخورده 



تراس بزرگ
پارکینگ 
انباری
بالکن
کابینت هایگلاس 
گاز رومیزی هود 
کف سرامیک 

بسیار خوش نقشه

نورگیر عالی

مناسب زوج خانواده 


از ما بهترین ها را بخواهید 

املاک پاسارگادvip
مشاور:اقایی
۰۹۳۸۶۹۸۱۶۶۶
۶۶۸۷۶۳۶۷",https://divar.ir/v/-/gYh1Fodw
۴۱۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۵,۱۳۹۹,۲,True,True,True,"املاک نمونه منطقه*


⬇️مشخصات ملک⬇️

آپارتمان75متری
2خواب  
طبقه سوم
پنج طبقه دو واحدی 


سال ساخت:1399


 امکانات⬅️،پارکینگ(غیر مزاحم)،آسانسور،انباری،بالکن

موقعیت ⬅️ تقاطع 21 متری 
لوکیشن عالی

ودیعه⬅️ 410میلیون تومان
اجاره ⬅️0 میلیون تومان



تخفیف پای نِشست

املاک همپا
66676246

کارشناسی تخصصی رهن و اجاره:
پیشرو
09388750874",https://divar.ir/v/-/gYg5_x_a
۸۰٬۰۰۰٬۰۰۰ تومان,۴٬۷۰۰٬۰۰۰ تومان,۵۴,۱۳۹۶,۲,True,False,True,"۵۴متر 
دو خوابه
انباری
آسانسور
طبقه ۳
کابینت کامل
گاز رومیزی وهود
پکیج
نقاشی شده
ودیعه ۸۰ میلیون
کرایه۴۷۰۰
استادمعین مطهری نژاد",https://divar.ir/v/-/gYdNnLqL
۴۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۵,۱۴۰۰,۲,True,False,False,"۵تا۲واحدی
طبقه ۵
کلیدنخورده
نزدیک مترو
سرویس آشپزخونه اوپن ام دی اف
سرویس بهداشتی جدا
کف سرامیک
آسانسور",https://divar.ir/v/-/gYf9-kOy
۲۷۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۲,۱۳۸۶,۲,False,False,False,"✅۵۲ متری

✅خوش نقشه

✅نورگیر عالی

✅بدون نیاز به خرج اضافی

✅موقعیت فوق العاده خوب

✅دسترسی به مترو و بی آر تی

⭕️مشاور شما: سلیمی

⭕️املاک بزرگ پاسارگاد",https://divar.ir/v/-/gYhRxH-s
۲۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۰,۱۳۸۶,۱,False,False,True,"50متر آپارتمان بسیار شیک و خوش نقشه و رو به آفتاب
در بهترین لوکیشن منطقه نزدیک مترو و بی ار تی و....
فقط رهن کامل مجرد موجه و خانواده اجاره داده می‌شود
آدرس  خیابان رودکی بالای امام خمینی کوچه خبازان",https://divar.ir/v/-/gYW53ypx
۴۱۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۰۰۰ تومان,۷۳,۱۳۹۹,۲,True,True,True,خیابان هاشمی /پا رکینگ غیر مزاحم برای دو تا ماشین هم میشه به علت عقب نشینی/ اماده تخلیه / برای حداکثر خانواده سه نفره /,https://divar.ir/v/-/gYhdhyXS
۳۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۸,۱۳۹۷,۱,True,True,True,".        اعتماد شما رمز موفقیت ماست 

سالن پرده خوره 

نور عالی 

مشاعات تمام سنگ 

پارکینگ و انباری سندی 

دسترسی عالی به مترو و مراکز خرید 

سامان . 09398024211",https://divar.ir/v/-/gYeBWfjN
۳۳۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۹۵,۱,True,True,True,"٦٥ متر اپارتمان  ١خواب طبقه چهارم
قابل تبدیل به ٢٠٠ پیش ٣٩٠٠ کرایه
فول انباری اسانسور پارکینگ
کف سرامیک کابینت MDF گاز رومیزی
ساختمان نوساز
غرق در نور
دسترسی اسان به یادگار و استادمعین
املاک سامیار تقاطع یادگار دامپزشکی 
جهت بازدید تماس بگیرید
٠٩٢١٣٥٥٩٢٨٦ خوش نام",https://divar.ir/v/-/gYTBg8A6
۳۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۹۸,۱,True,True,False,"ملک مورد نظر زیر قیمت منطقه 
دسترسی نزدیک به تره بار هاشمی 
دسترسی به معین مال
دسترسی به BRT
دسترسی به مترو
جهت بازدید ملک با این شماره تماس بگیرد
09128587632",https://divar.ir/v/-/gYhFgml4
۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۰۰۰ تومان,۱۲۰,۱۴۰۰,۲,True,True,True,۱۲۰متردوخوابه نوساز خوش نقشه نورگیر عالی فول امکانات تکواحدی خیلی شیک کلبد نخورده بوستان سعدی رهن ششصد قابل تبدیل تا چهارصد,https://divar.ir/v/-/gYVJT40s
۲۸۵٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۳۹۱,۱,False,True,True,"املاک کلید لوکس تقدیم میکند
.............
✅واحد لوکس و باز سازی شده✅
✅بدون حضور مالک در ساختمان✅
✅واقع در خیابان بوستان سعدی✅
✅دسترسی عالی به مترو و بی.آر.تی✅
✅دسترسی به مراکز بهداشتی و خرید✅
.........
✅۶۰ متری طبقه ۴
✅نورگیری فوق العاده
✅تک واحدی،تک خواب
✅دارای پارکینگ بدون مزاحم
✅انباری جا دار
✅بالکن دلباز و آفتاب گیر
✅کف سرامیک
........
✅مناسب زوجین عزیز و مجردین محترم✅
مشاور شما در منطقه(فرجی)
۰۹۳۳۶۱۶۱۳۰۳
۰۹۹۰۸۵۹۵۳۵۵
فایل های مشابه موجود میباشد",https://divar.ir/v/-/gYgVQ3mu
۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۵۰,۱۴۰۰,۳,True,True,True,"فوق العاده خوش نقشه 

غرق در نور 

بهترین لوکیشن منطقه 

پارکینگ 

انباری 

آسانسور 

 مشاورین املاک اهورا",https://divar.ir/v/-/gYgtvj9u
۳۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۳,۱۳۸۷,۲,True,True,True,"۶۳ متر              تمیز و بازسازی شده 
دوخوب 
طبقه دوم 
کابینت  
سرویس ایرانی 
کفپوش سرامیک 
نما سنگ 
کمد دیواری 
#پارکینگ#
تخفیف دار
انباری 
بالکن 
بازسازی شده تمیز عالی 
بازدید کلید داریم 
ادرس املاک:خیابان قصرالدشت نرسیده به طوس نبش  کوچه  مقدم دوم پلاک ۷۷۷ مسکن الیاس 
مشاور شما امیر مهدی سالاروند 
برای خانه های بیشتر تماس حاصل فرمائید",https://divar.ir/v/-/gYdJ1aJI
۳۳۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۰,۱۳۹۰,۱,False,True,True,"آپارتمان ۵۰ متر 
دارای پارکینگ غیر مزاحم 
کابینت خوب
کمد دیواری 
نور گیر
دسترسی آسان به مترو وبی آر تی
دسترسی به مراکز خرید",https://divar.ir/v/-/gYgt_AHG
۱۶۵٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۶۴,۱۳۸۲,۱,False,False,True,"بهترین لوکیشن منطقه آذربایجان

نور گیری بی نظیر 

بازدید سازی شده صفر تا صد 

دسترسی عالی به مترو نواب 

دسترسی عالی به مراکز خرید 

غیر قابل تبدیل 

سامان . 09398024211",https://divar.ir/v/-/gYflr_kS
۲۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۵,۱۳۸۷,۲,False,False,False,"اعتماد شما رمز موفقیت ماست

نور گیری عالی 

سالن مربع 

بهترین لوکیشن منطقه 

کوچه عریض 

2خواب استاندارد 

دسترسی به مترو شادمان و نواب صفوی 

دسترسی عالی به مراکز خرید 

مالک اجازه عکس گذاشتن واحد رو نداد 

در  پیام بدید عکس واحد ارسال میگردد

سامان .09398024211",https://divar.ir/v/-/gYap_pgf
